time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-3.9271599456263344e-07,-9.503227187815707e-08,10.003727480511811,6.282970967967184,0.0003421266892624786,0.0,-3.318426657953731e-05,-1.3239542870139675e-05,0.12424315592797922,-0.011896876061994743,0.01518521959202944,0.0,443.5461393654606,444.7911940103242,445.368147077613,444.3942781230949
0.12000000000000001,-1.3696386949846694e-05,-7.773461569990492e-06,10.015270101531668,6.282761084272298,0.001450402857399169,0.0,-0.0005194326900125267,-0.0002882033509843086,0.2604887953705528,0.009488952889527408,0.024343927300496355,0.0,448.18586292562327,448.9294399862765,447.1332222375827,448.871834697696
0.18,-8.124344161233026e-05,-3.0209925771253374e-05,10.034434016505022,0.0011810349140173315,0.0026497235487807913,0.0,-0.0018731973784267726,-0.00033257566700230657,0.37827579254829524,0.04856056193205572,0.009423930355487692,0.0,443.39430422790275,442.1670484616508,440.80092753056226,444.01759246756313
0.23999999999999996,-0.0002474091954143758,-1.585547701149082e-05,10.05891106315598,0.004779303814550495,0.0034559471809121334,0.0,-0.003732405421064403,0.0011297301618364399,0.43760352779240314,0.07634930026562002,0.020450000815682934,0.0,424.2901309095039,425.23545296355957,421.9636966216358,424.3580031574353
0.3,-0.0005440698421315755,0.0001630468630571657,10.087247093963516,0.008946414116096868,0.004705611023399392,0.0,-0.00627688143966215,0.005265550579089551,0.5068989735101077,0.04978584020910376,0.02157261655606546,0.0,427.53703447040317,427.63266530269993,428.07939486203327,425.81706490752975
0.36000000000000004,-0.0010159555953861688,0.0006618725397373421,10.119264105358473,0.0116936387572526,0.006020904121747606,0.0,-0.009576638105140919,0.011635865348636963,0.5603062782255236,0.03627009302755146,0.022610373688532578,0.0,422.10662788699403,422.196203476763,422.7337271152843,421.5689762499741
0.4200000000000001,-0.0017147616675681372,0.0015996677138511415,10.15503710365002,0.013822130009251588,0.007083071800918717,0.0,-0.013837400876316868,0.01983410335779094,0.6320861068572369,0.033835344064701615,0.0054280672611345965,0.0,429.1984239387615,427.7378195445888,428.06229056320615,427.85568554666867
0.48000000000000015,-0.002718623882133068,0.0031353442945745175,10.19960860895011,0.01625140771183009,0.007040061755533067,0.0,-0.01964583213620165,0.03162364908574152,0.8534872797110002,0.05126004580560891,-0.01731974193542722,0.0,475.5095510850039,473.76401264437743,473.35247560716016,474.69201523637264
0.5400000000000001,-0.004056703831624848,0.0054248454629610325,10.256424749123703,0.019847730744604775,0.0059833250873975174,0.0,-0.024835464158882832,0.045078203126911194,1.0402263958103763,0.07325742585846674,-0.018203826520921625,0.0,463.33695525493476,463.26753886761077,464.6386015394374,466.36199841623977
0.6000000000000002,-0.005667009070888069,0.008553055000263139,10.321650080004126,0.02470465800880639,0.006048143724771471,0.0,-0.028804295598371478,0.05966435261398603,1.1338524502901601,0.09305658782269904,0.024472203502708095,0.0,434.5826284681866,438.14472617158157,434.860256303726,436.5207099583744
0.6600000000000003,-0.007527109550951452,0.012670592027322743,10.392887785961522,0.029728375220908987,0.007252634940906333,0.0,-0.03333802699622888,0.07814706320099576,1.2406110107757096,0.04867974293297087,0.009383812679141375,0.0,440.679542773526,439.43068095126597,442.61295642423124,438.95110711973206
0.7200000000000003,-0.009711766478651863,0.01810890426901066,10.474421975860526,0.03266459452674386,0.00895939084582853,0.0,-0.03963875289068618,0.1034791266667024,1.4769069978910951,0.04944640861905398,0.05166766007277615,0.0,478.35775513531223,481.5666904976504,479.6624124432292,479.7219140395346
0.7800000000000004,-0.012268862477664646,0.024942138274751762,10.564119776609918,0.0369322361077522,0.011706654268595962,0.0,-0.045871581750113875,0.12464490787904883,1.5129564040992445,0.09623265677443282,0.030187171765533788,0.0,418.99270332481734,417.12250146388504,416.8150354519581,420.8872031071677
0.8400000000000004,-0.015253499736238582,0.033153088595579604,10.65650585398179,0.042624960848514526,0.013657163354114488,0.0,-0.05379486803869435,0.14959562482993496,1.5664819398725394,0.0920255473702657,0.03678722846807193,0.0,425.07858481769773,425.64419691719957,423.5743612526532,423.2205672778212
0.9000000000000005,-0.01880151986771967,0.04311959995565757,10.755503753934763,0.04887903894555912,0.01661325732445107,0.0,-0.06476655489414691,0.18327679665288266,1.7331726641200538,0.12143112482611919,0.06674493783215989,0.0,459.64228591596043,462.0114281953745,458.42818042739447,460.7672884972642
0.9600000000000005,-0.023047204419815615,0.05515679527259641,10.862536107371671,0.05653292130275567,0.020417502039800084,0.0,-0.07715397123727646,0.2187192882145976,1.8343640403453332,0.13763310402684986,0.05571131357589432,0.0,441.22990148718765,440.3210522732175,439.6865138198887,441.0414959567819
1.0200000000000005,-0.02819714612769627,0.06971387263581727,10.979611318377014,0.06512184481148253,0.024241539939692913,0.0,-0.09494355609922668,0.2675193158404206,2.0676722372344787,0.15236088248422386,0.07625570198960704,0.0,479.69182316811316,481.2518145572673,480.9475004020156,482.07882885171927
1.0800000000000005,-0.034428197522007827,0.08718123687873412,11.107190651719737,0.0741625927410059,0.029923908082363226,0.0,-0.11330453937085622,0.315659190614708,2.1846665957407607,0.14708836520751425,0.11744768150066637,0.0,445.0157421959652,448.3815093268034,447.5531446501569,447.1450167115307
1.1400000000000006,-0.04187660163377578,0.10769329157870787,11.241332354602863,0.08302368442512709,0.03765828411648009,0.0,-0.13573353561071205,0.36896059804956804,2.286417593755096,0.14885053779398003,0.14532699951321199,0.0,441.4840711978179,443.7930774781801,443.10957943494566,443.2749299623032
